Tweet,Text Label
you're such a bitch  I love it! :),Non-Bullying
I just purged 3 bags via Kijiji. Feels damn good.. :),Non-Bullying
Male Chauvinist Pig. :P,Bullying
Should've specified. Damn  i t's been so long since I heard that  I've forgotten the tune.,Non-Bullying
Oh  man  that just sucks!  I hate when there's something I really want and it just won't drop,Non-Bullying
- I hate when I have to make decisions like that! I'm still only in my 30's but it gets crazy sometimes trying to balance it all,Non-Bullying
- re: Retweeter  that sucks - can't stand peeps like that. Hubby really is a gift! I hope you have someone like that in your life,Non-Bullying
- I gotta say  I'm glad it works that way - I'd hate to be "high" all the time - I just want to be functional,Non-Bullying
- I can't wait until I'm a high enough level so I can get something other than that damn osterich for my Blood Elf.,Non-Bullying
&#9835;&#9834;&#9835; Cock-A-Doodle-Doooooooooo Shortstop!! &#9835;&#9834;&#9835; &#9835;&#9834;&#9835;,Non-Bullying
Hahahaa!!! As much fun as a divorce!! That song is fucking hilarious! All I visualize is Hassleshoff crawling on the floor drunk,Non-Bullying
Haven't you seen Wall-e. Fat people... Ha,Non-Bullying
I think the 76ers need a new GM. How about Elgin Gay Baylor?,Non-Bullying
Hrm  that's a tough one - should do a blog post. There was one who asked me to fly to Greece and trample his cock in my heels...,Non-Bullying
Or the person who asked me who I had to fuck to become a FetLife greeter. LOL!,Non-Bullying
though I don't have a whole lotta love for MS  I don't have a whole lotta hate anymore. Just distaste. They've come a long way...,Non-Bullying
yeah some people fucking suck. Fuck em.,Non-Bullying
Haha. Damn. Someone noticed. Liked that old one. Changed again  something more gooftastic,Non-Bullying
damn. Dude look like he was gonna be alright?,Non-Bullying
ummm wat the fuck u went and saw the jobros without me!!!!!WTF?????,Non-Bullying
thats my cousin valeria. she's a total whore. do her now.,Non-Bullying
I say "fuck"  you say "yeah",Non-Bullying
HAHAHAHAHA that was finally. really tho I hate you.,Non-Bullying
no way!!! how could we hate you!!!,Non-Bullying
Hey  you know everyone knows the whole damn song.  We may as well join in!,Non-Bullying
spilled coffee ALL OVER ME. Bitch.,Non-Bullying
all the effing snow is in fucking washington!,Non-Bullying
i was listening to that today!!!! Freak Scene is one of the best songs of all time. Also  possibly 'Wagon'.,Non-Bullying
She's actually latina with a thick ass accent but she thought that I was lying about not speaking spanish to avoid talking to  ...,Non-Bullying
- welcome to frisco on new years....damn crazy!,Non-Bullying
Did you intentionally spell it as 'sux' instead of 'sucks' to fit it into the character limit? ;),Non-Bullying
if the sweaty ping pong player you're referring to is me  then I hate your guts.,Non-Bullying
yeah I hate having to re-add stuff and losing my ratings  but certainly doing this is the LOOOOONG way! Happy Hannukah btw,Non-Bullying
the other thing I hate? You can't rate Podcasts or tunes downloaded via iTunes. Aaargh. This is why I still use Juice.,Non-Bullying
LMAO - yeh you're probably right. I take it so personally because I only send the damn things out 2 or 3 times a year :-(,Non-Bullying
Fuck me  I wondered where HE was! LMAO!,Non-Bullying
oh damn that sounds good!,Non-Bullying
that totally sucks! I know who's gonna get grinched now! damn danville-ites &gt;:(,Non-Bullying
fat and unhappy?you're undeniably hot are ridiculously awesome(que earlier convo on this).its why i loves and miss ya! :) muah!,Non-Bullying
You wanna be my secret Santa? I didn't even know I could build wishlist in iTunes. I am so behind the curve. Loser... I know.,Non-Bullying
no holiday is worth that! florida sucks! but happy new year!!!!!!,Non-Bullying
Emo damage?,Non-Bullying
lol ok dork  i don't hate you. But g'night.,Non-Bullying
 That is like the Buffalo calling the Rhino Fat!!!,Non-Bullying
Yeah  P90X does! If you "bring it" to each workout  get the nutrition you need 2 recover & build muscle...you'll burn fat! :-),Non-Bullying
LOL that would be scary! And yes  even if it is "positively" no woman wants to hear that! :) Plump  fat  chubby are no good!,Non-Bullying
Will they be your bitch?,Non-Bullying
when is Kick Ass #5 gonna hit shelves?,Non-Bullying
I am officially creeped the fuck out.,Non-Bullying
  Well  maybe it's in California  but the Gay community here is peeeeisssssssst.   It's going to be a big problem for O.,Non-Bullying
Been trying to find Run Run Rudolph..smart ass! (we're staring with it next Saturday)..Same versi... &#9835; http://blip.fm/~14szw,Non-Bullying
Kick some ass miss jen!,Non-Bullying
Yes. Definitely that's the worst part. Or the fact that I'm actually a person who thinks today's version of hip hop sucks.,Non-Bullying
Oh that sucks!!! So they were able to retrieve them :-(  I am so sorry!  That is my worst nightmare...,Non-Bullying
Seriously  what kind of freak trainer requires a food log during Christmas week? Only Satan! Gosh  hope he doesn't tweet!,Non-Bullying
Was it Reva-thy? in which case... not cute and no remote can control that ass :) Heh!,Non-Bullying
laughing your ASS off? I'm not going there. I mean I'm not touching that one. I mean SOMEONE SEND ME TO BED ALREADY.,Non-Bullying
damn deze is zo cool: http://tinyurl.com/urh33,Non-Bullying
HAHA that SUCKS! i'd be sooo pissed. i think i found my glory zone where to shoot  though  so i might get 300 tonight  lol.,Non-Bullying
wow! You're a real cunt!,Bullying
I've never liked the rainbow as a gay symbol myself :),Non-Bullying
gimme their twitter and I'll bitch them out! you should get a discount :),Non-Bullying
hell no  i hate crowds!  i have no plans for tomorrow :(  what are you doing?,Non-Bullying
Remind me never to piss you off. LOL,Non-Bullying
it's a murphy's law type show. Like oh my god  it can't get worse... oh damn  it just did  lol. I feel for the guy  lol,Non-Bullying
lol  gotcha. I didn't say i thought it would sell  but I can understand it better. He's wasting his time  that for damn sure,Non-Bullying
lol. I've never been to a proper strip club  either. That's sad  I'm damn near 30 (in 4 yrs  lol) @savvyfatty @1hunid,Non-Bullying
bwahahaha  I just said "yes I'm leavin and ya'll can kiss my ass". They thought I was joking (I was... sorta),Non-Bullying
Man!  I hate when that happens!  My kids' toys are "Adult Proof"!,Non-Bullying
Where's Fat Philly's?,Non-Bullying
OMG  that is a total bitch! Those jerks play that game here too except they write big fine$ with the confiscations!,Bullying
Yes  I have you and a bunch of other special people following me.  I just don't wanna waste the follow on some random fuck. :),Non-Bullying
I nominate @mia for a Shorty Award in #Awesomeness because well  isn't it fucking obvious why? :),Non-Bullying
What else is a jolly old fat guy like me to do?  :),Non-Bullying
No.  MS Paint is fucking awesome.  LOL,Non-Bullying
That review was on Ain't It Cool News!  Some geeks hate it I guess.,Non-Bullying
Ouch  that sucks.  Hope you didn't get into too much trouble.,Non-Bullying
Were you really making fun of my boy haircut?  Now you only wish yours was as good as mine - karma's a bitch  boy!  Bzzz  OOPS!,Non-Bullying
wait a minute  you tellin me after I smoke I contain heavy metal on my clothes?? Fuck yeah man! &#57357;,Non-Bullying
- Ha ha  true "Half a product is better than a half-ass product"  but I dont want http://www.vamooz.com/ to be both!!!,Non-Bullying
- ice t  yes...never ice cube.  he's bad-ass.  was he cool?,Non-Bullying
the same spirit-"I only came here to do two things  kick some ass and drink some beer.  Looks like we're almost outta beer.",Non-Bullying
-  i have a shirt from chopper dave that says "they made me hate" on the front.  that could be the one for tomorrow.  LOL!,Non-Bullying
- your design was so un-metal that it was hella-metal.  kim singhs's was bad-ass with the blingee pot leafs and purple pegasus.,Non-Bullying
can only handle so much pussy control...and the doves make me cry,Non-Bullying
His ass needs to be put on blast so now his wife can see wtf he's doing.,Bullying
damn son I always down for foos. Maybe I'll swing up tonite for some football  peanuts and foos,Non-Bullying
payment schedule...been there...sucks ass,Bullying
damn skippy. Locus hordes watch out. btw  we got Samba de Amigo for the Wii this week. Very fun...,Non-Bullying
Al Gore can kiss my REC credits' ass: http://tinyurl.com/5jb76v  :-) I actually offset our whole bill,Non-Bullying
gosh no  this sucks major. What was best about it can be found in Ragamuffin. Trust me.,Non-Bullying
if you give up the dope  you're gonna get fat. live fast  die pretty!,Non-Bullying
it'll be GREAT for them  I know. Just sucks to have to miss them and worry about them for that long.,Non-Bullying
Haha: "Ann  I think you are a hate crime." I would like to maul her face with a garden rake.,Non-Bullying
Yup. On Thanksgiving day. Fucking cops. ;),Non-Bullying
you forgot to precede that tweet with the word FUCK.,Non-Bullying
thats what you get for being fat :),Non-Bullying
ummm...just say  "naw  not 2day  but i'll hit you up later." you get the point across without seeming like a bitch. feel mi?,Non-Bullying
yeah but shes got a huge following....mi dick. LOL! ok  im sorry  I HAD to! =oP,Non-Bullying
hahaha  damn right!!,Non-Bullying
fuck east-side juice??? whaaaaa-???? that shit got mi feelin like geeeezus in this mufucka! yee!,Non-Bullying
naw  f'real: its time for a visit man. IM such a damn mommas boy  i GOT to have that connection or i start getting depressed...,Non-Bullying
but damn  dropping ice cream on your CHEST??? what an awesome visual.,Non-Bullying
well that sucks. but you can always find comfort in your gaming console! lol.,Non-Bullying
oh man....that sounds damn good! now im hungry. damn you!,Non-Bullying
fuck em then! heh,Bullying
damn! 2 racks? on what  might I ask?,Non-Bullying
f shooooo! im training on GOW2. those cats on xbox LiVe don't fuck around!,Non-Bullying
No fucking way. I usually take 125mg before it even does anything.,Non-Bullying
I hope someone is getting injured in the process of the REAL LIFE PILLOWFIGHT FUCK YEAH,Non-Bullying
Fuck tha police.,Non-Bullying
I just think police are fucking pigs. Bad experiences with them jumping to conclusions and holding guns to my head.,Non-Bullying
I hate going outside.,Non-Bullying
Well then! Thank you for the info. When I get home I'm going to go yell at them about their serrations. Damn things.,Non-Bullying
Laughing's fine  I was but a wee lassie. And fuck  there were teeth. Mutant goose on the loose!,Non-Bullying
...because you added me  numbnuts. (Also: be warned. Facebook chat + my connection & daniel's computer = Fail Whale),Non-Bullying
Oooh...that sucks. I wish I could help. :(,Non-Bullying
yeah its snowing and that shits not cool...(its ice cold lulz)...but seriously fuck the snow,Non-Bullying
id rather use it and get it over with online lest I have to call and deal with aural ass fuck that is a utility co's cust svc,Non-Bullying
yeah its not the best camera..lighting over here is of shitty yhough. Also if you move at all its blurs the fuck out of the pic,Non-Bullying
that's bad ass. I'm right on portage and wise. Hang outs and drukenness should ensue. If you need help moving hit me up,Non-Bullying
So did anybody end up buying a fucking camera?,Non-Bullying
That's happened to me before  too (replacing a flat with a flat). That sucks.,Non-Bullying
Duck fat online...the internet is a wonderful thing!,Non-Bullying
Yo  baby! Ain't nobotty gona luv u like I gona luv you. That other boy just be a pretender and a poser. My luv be duh real thang! :),Non-Bullying
That sucks.,Bullying
That sounds like Charter.  I hate Charter.,Bullying
Damn! It gets so cold u have to plug it car in. That's rough. How many hrs of sunlight do u get?,Non-Bullying
me too that damn jay for making such catchy tunes.,Non-Bullying
Im having a open face turkey sand. Not healthy but damn good.,Non-Bullying
I know where ur coming from. I almost thank god the battery life kinda sucks on smart phones for that very reason:),Non-Bullying
Yea I hv 2 admit after posting I reread & thought the same thng. Guess I was feelin the sis love & got alittle emo on yall,Non-Bullying
Thank god! I hope they give that lying bitch the chair.,Non-Bullying
 Oh but I did a few others. I actually kinda agree w/ u is the funny part. Damn filter!,Non-Bullying
yea tell all your crackhead faggot whore friends. I am charging for entertainment,Non-Bullying
who the fuck is that asshole?,Non-Bullying
WTF you speaking in tongues and I ain't even fucking you yet. Good for him then.,Non-Bullying
if he calls tell him to stop being a total bitch  get off his high horse  and loan me some money,Non-Bullying
fuck that cunt holiday,Non-Bullying
what the flying fuck? How the fuck do you reply to this shit. Testing  bitch ass cunt test.,Non-Bullying
fucking Bretts. I am pining my hopes on Garrard ans Jacksonville cause the fucking Jets suck.,Non-Bullying
Damn you broads talk about some gay shit yo,Non-Bullying
Oh get the fuck out of here with that already go bo and SMH at the complete retards on here typing to you,Non-Bullying
YOUR INSANE BABBLE  HAVE YOU LOST YO DAMN MIND?,Bullying
of course I joined this gay shit but I won't be saying no gay shit partna,Non-Bullying
ahahaaa fuck him  they pulling desperado tactics,Non-Bullying
which fucking idiot this time? LMFAO N.E.R.D. said it best  this song's about...........YOU,Non-Bullying
we need his ass.  And A.J. We need even more!,Non-Bullying
Well they had to get him away from Cali somehow.  And they needed a fucking ace.  So pay pay I hit you check the email.,Non-Bullying
 AJ is a good bop too. Now I want Pettite or Sheets.  FUCK Lowe.  I want a pretzel,Non-Bullying
You only just started hitting up the Mass Effect? Its pretty bad ass all round I reckon.,Non-Bullying
damn this is some good coffee,Non-Bullying
so does that make Piss Bottle Man song of the day?,Non-Bullying
damn it man  don't let them see how much we like it  they will stop :-p @kellidunlap is so gonna push me down a hill for that,Non-Bullying
those are fine  you know I hate cats,Non-Bullying
you ate coffee? Canadians are fucking weird.,Non-Bullying
lol fairr enough :L  Putting them up is a bitch though.,Non-Bullying
I will still phail at sports XD  And that sucks :( Stupid headphones.,Non-Bullying
yeah  remind me to murder that fucking golfer too.,Non-Bullying
Your son is too damn cute...and I don't even like kids...lol.,Non-Bullying
Ughk! That's disgusting. They must be fat girls...lol. And that price thing is true  but I'm not sold.,Non-Bullying
That's what yall call 'em now??? "My piece?" Not wife  fiance  honey but piece. Damn shame...lol,Non-Bullying
Kinda like how I took my dumb ass back out to 3 different granite stores today looking for countertops!!! Lol...I have a Rob too!,Non-Bullying
Wait until you wake up in the AM and see all your drunk twits. Lol. You're gonna piss your pants laughing cause I am right now...,Non-Bullying
damn right,Non-Bullying
Dude! don't tell me how to be a dick! Let me be yo! #dickmode,Non-Bullying
LMAO! Thanks dude! I'm honored to make the cut! Or wait  im suppose to be a dick right? Damn it! Why aren't I top 5 mo fo?!?!,Non-Bullying
but @streko said i need to be more of a dick  so  here it goes: Stop tweeting so much! Gosh!! (ducks),Non-Bullying
You know all about some interpretive gay dancing.,Bullying
you get to buy booze  i get to drive with my parents in the car. FUCK YOU.,Non-Bullying
I know  they get in the damn way! They always have to be so cute and nice.,Non-Bullying
come to Dothan  bitch. You'll find someone to make out with fast.,Non-Bullying
 aw  shucks. you did all the hard work. Still  good luck with all that  man. Moving is a real son of a bitch.  Happy New Year.,Non-Bullying
when i say i'd hate to have to stomp a mudhole in your face  that's partially anecdotal. I'd actually love it.,Non-Bullying
hate you...,Bullying
Sucks  doesn't it?,Non-Bullying
OMG  fucking awesome!,Non-Bullying
@lilt601 @wordofsouth who will have the hottest albut out in 09 and I hate managers that try to rap ie L-Bain lol,Non-Bullying
You can never have a fat enough pipe for your wifi.,Non-Bullying
A lighted whale! How cool is that?,Non-Bullying
Isn't the blanket recall happening because all Irish pig farmers use the same tainted pig food products?,Non-Bullying
beachwood bbq misses us.  i had a dream with kyle in a pig suit drinking pliny the elder. weird.,Non-Bullying
I know how that goes. People piss me off. .. alot,Non-Bullying
@iBastard   damn right.  Someone needs to drive me around when I visit!  My vote is for a convertible 89 Mustang lol.,Non-Bullying
hahahhaha I hate that!,Bullying
sickness gets recycled in my house. it sucks :P,Non-Bullying
you need to come visit  bitch. i'm only 30 mts.,Non-Bullying
:( hope you feel better tomorrow...sucks to be sick to begin with  but having to go to work on top of that...double yuck!,Non-Bullying
Oh wait. Damn. I do not have all the ingredients.,Non-Bullying
Got to make sure gay people don't reproduce and overpopulate the earth you know.,Non-Bullying
If you want to hate Leslie Nielson  watch "Dracula  Dead and Loving It.",Non-Bullying
After our chat earlier this week  your tweet is a twerp. Thrive or Dive chick?,Non-Bullying
fuck you.,Bullying
fuck you haha,Bullying
whatever about the Gay Byrne voiceover  shame on Eason's for running Christmas ads in early November!..,Bullying
OMG TITZ! R CANADIAN TITZ MAPL FLVRD? *SUCKS* NOPE. TASTES LIKE THE INTERNET.,Non-Bullying
oh hai! here i am! *touches you with a whale* hellooo!!,Non-Bullying
but we did that yesterday. or tomorrow? fuck  is confusing being from the futr.,Non-Bullying
what a loser. Yeah we're at victoria's house. Stupid victoria made us miss the ball dropping  changed the ch at the last sec.,Non-Bullying
oh yeah. Forgot bout the weather over there. Damn  i hate being the last one to celebrate new years.,Non-Bullying
--- each confit will make the fat saltier (it's already pretty salty)  and when it gets too salty I'm deep frying with it.,Non-Bullying
#NAME?,Non-Bullying
--- you may be working from the same book as me; I'm confiting pork bellies (and then a cryovac'd tenderloin)  but in pig fat,Non-Bullying
I am Horde  you Alliance bitch! Ilu. :),Non-Bullying
no idea at all. Hate weekends like that!,Non-Bullying
Thanks Amel. Virtual twitt chocolate is actually very healthy with no fat & no calories. :P,Non-Bullying
Can you imagine having that job? I would hate having to stand there & listen to folks pee. Seriously - not a great job.,Non-Bullying
oh my..that sucks butt..hardcore..wow,Non-Bullying
i have to take out my battery and reset the damn dingleberry everyother day! WTF?,Non-Bullying
can't u take a sick day? fuck him...Ill watch Jordan if u need me too. I don't work tomorrow,Non-Bullying
sounds like it sucks i sorry,Non-Bullying
That's bad ass. I would also like the ability to move immovable objects.,Non-Bullying
I HAVE THE LOOKS AND SOUL OF A FUCKING GODDESS  ARE YOU JOKING?! lol,Non-Bullying
yeah  I tried calling... Even left him a long ass message. @aarontait come back to us!,Non-Bullying
Son of a bitch!,Bullying
Dread leads to hate  hate leads to suffering and suffering leads to the RAGE!,Non-Bullying
Good call Cabel. Why the fuck is stuff like this still a problem in 2008!?,Non-Bullying
Drupal sucks.,Bullying
No fucking kidding eh?,Non-Bullying
I hear you. BTW  the Jonas brothers are gay.,Non-Bullying
It is easy and lasting me a long time now before I go in to have them retwisted. And I hate maintenance myself. :-),Non-Bullying
That really sucks. I am sorry to hear that man! What am idiot judge.,Non-Bullying
Sorry to hear that. Sucks! Who is the supe?,Non-Bullying
that! and I hate the plane-gobblin!,Non-Bullying
Like..."ON" you? Cause if so  we SOOO have a deal. Always wanted to eat BBQ off a woman's ass... ;-),Non-Bullying
Do you remember "Dream On??" Dude got HELLA ass...on accident!!...kinda like I used to...LOL!,Non-Bullying
FUCK! Good one!! Staying with TC  Maverick & Goose singing "Lost that loving feeling" Oh my  that HAS to be top 3...,Non-Bullying
Well  that's half the mystery. But now I don't know what you were even talking about... o.O I'm been a twit FAIL today...damn job,Non-Bullying
damn son  now u wanna bring the kids into it?  lol.  nice one.  i got one for you  just wait.,Non-Bullying
Same -- sucks. Back in the day  mobo manufacturers would issue firmware updates to address this. Apple? Nope :(,Non-Bullying
I totally have to jump on that train with you: "Damn M$!" It's therapeutic.,Non-Bullying
ugh.I've been up all night. Dh snored tossed all night.ur on vacay  y up so damn early?!,Non-Bullying
 Pittsburgh needs to stop exporting all the CMU grads out to Cali. Damn Cali  w/ their great tech jobs  nice tans & fake boobs!!,Non-Bullying
you damn skippy..... but it would have been fun...you missed out!!,Non-Bullying
They're rioting at a college level! Did you see the pool? THEY FLIPPED THE BITCH!,Non-Bullying
DAMN YOU! I just woke up and now this. DAMNIT! Oh baby PLEEEEEEASE! Give a little respect! TOOOOOO MEEEE! There  happy?,Non-Bullying
I almost thought I'd have to participate in Day w/o a gay because Mathias says I'm gay. Then I realized I have today off.,Non-Bullying
RODNEY ON PAGE 1! However  covered up by Lost. FAIL SCI-FI! FAIL WHALE.,Non-Bullying
Drive slow. And damn I missed Roxy last nite! Did she talk about how she got in the game or how old she was?,Non-Bullying
You know what pisses me off! That I cant fight a damn Russian or Euro ever! It takes freakin long to get a match started,Non-Bullying
folie a deux  will it get old?! @cassiemeltesen duuude i know this sucks!,Non-Bullying
@cassiemeltesen no wonder they call us the three fat ugly girls! haha,Non-Bullying
ok! man what a start to the new year  fuck my life,Non-Bullying
Um  how about nerdsville you fucking nerd,Non-Bullying
holy shit Ninel sighting that stiff bitch is kicking ass covering for a broken windmill blade,Non-Bullying
im out troll but dont worry the hate continues fuk face,Non-Bullying
Have some kick-ass holidays guys.,Non-Bullying
I had a good holiday here in Alabama. Haha  getting a new blackberry on January first cause my phone sucks. How was yours Mix?,Non-Bullying
i hate you so much right now. my ass is fed up with this snow shit and it's only been a week since i've been back up north!,Non-Bullying
hey  who came up with your name design?? that is cool ass design...,Non-Bullying
Hate to admit this but I'm a basket case at the end of "Edward". I'm tearing up just thinking about it.,Non-Bullying
Oh great another fucking video from you... Have you ever thought abour retiring? LOL,Non-Bullying
Rooster is my bitch!,Bullying
Rooster is LARRY'S bitch!,Bullying
I hope not there is no bathroom where I am parked... O' Damn....LOL,Non-Bullying
I heard the same thing about eating pussy. I heard a mouth full of now and latters makes the pussy taste better!,Non-Bullying
Cum has lots of vitamin c but does she swallow?,Non-Bullying
Could be worse you could be stuck in a nasty ass truck stop right? lets hope you get something tomorrow huh?,Non-Bullying
What the fuck you talking about ass cap? You already have my number and no I didn't call your ass!,Non-Bullying
Those soundboards are pretty funny  the lady is like it is illegal to call a 1800 number he is like FUCK YOU! :)~,Non-Bullying
damn ur in Vegas already super trucker @@ www.TruckingRooster.com  @@,Non-Bullying
Is it too far of a stretch to just say that buying DRM'd music sucks?  Amazon sells mp3s too  y'know.,Non-Bullying
damn...u know i 4got that...lol...how u?,Non-Bullying
Ah!!!! I hate loud auto-playing web video.   eeek!,Non-Bullying
hahaha what did thedivasoffial say to you? i hate to say rofl but i'm actually rolling on the floor at your comment,Non-Bullying
view my douchebag of the day video you made at youtube live! http://tinyurl.com/6y8kae comment and i'll freak out haha,Non-Bullying
hate on bush all you want he can dodge his shoes http://tinyurl.com/63gsj7,Non-Bullying
...would love to share some ideas (read: have been looking for a guinea pig to play w/ twitter + teaching @uwgb) Interested?,Non-Bullying
I wont pass out  but pretty sure I'll make an ASS out of someone. Oh well  good day just the same.,Non-Bullying
FUCK I'm late. :),Non-Bullying
If your next tweet is "pull my finger" I swear I'll piss my pants!!!,Non-Bullying
mmmm fat kid pizza.,Non-Bullying
passing gay marriage bans  the government is doing just that. regulating personal relationships. not the government's job.,Non-Bullying
Full confidence in your ability to kick ass in the new work... *raises a glass in spirit*,Non-Bullying
I had to go to two stores to get all 4 books. Hope she likes. She's 14  but kinda a nerd  so hopefully she will. lol,Non-Bullying
juiceegapeach I was gonna ask Jia I am lost I have resorted to reading. LOL I first heard about it from MBD's video I hate boring blogs,Non-Bullying
i know. But let me tell you something: lunchbox sucks donky ass :)),Non-Bullying
sleepy so fucking cranky!,Non-Bullying
I hate it  just want to start trouble,Non-Bullying
your code sucks! ;D,Non-Bullying
fuck you and your weather...I will beat you soon with the california sun and constant 75 degree weather! You just wait and see!,Non-Bullying
Damn. 11a-2p RT @Orbitcast: New "Kids Stuff" show launching on Sirius XM Kids Place Live http://tinyurl.com/a49xds,Non-Bullying
Oh damn....I'm so sorry honey...,Non-Bullying
no worries Ryan - I'll send some home with Kelly or else it'll end up on my ass.,Non-Bullying
that sucks - hope you feel better. Too bad moms don't get to take sick days.,Non-Bullying
but you gotta love Gertrude the Groupie and Rolland the Roadie and Who the Fuck is ALice? unless you Got High and You Missed It!,Non-Bullying
c'mere and fuck me already... I need it,Non-Bullying
ctrl + tab is still ok. i just hate the right click refresh OCD many support guys have. even some members in my team! :(:(,Non-Bullying
@michaeljamesway @frankIero damn all of you for constantly talking about STARBUCKS!!!!  now I really want some...  =(((((((,Non-Bullying
The same reason I hate that I love Matt Pond PA and Rhett Miller.,Non-Bullying
Great! I wonder if I can figure out a way to set up papal on my blog to accept payment for GS cookies...other moms will freak!,Non-Bullying
oh man that sucks!! LOL,Bullying
I might be able to pull off the Ass-Miss spirit but not in the Christmas spirit!! LOL,Non-Bullying
you go with your bad ass diva self!! LOL,Non-Bullying
re Twilight  I've not read it  but my coworker says it's brill cuz it's sexy w/o  any sex. She also said the writing sucks..,Non-Bullying
Done. I've had my ass kicked by a duck before. Not an experience I want to replicate.,Non-Bullying
damn yo FB status drama .. Intense!  @neeci you will be missed. Dont forget to write! Bon voyage! A riva derci! Sayonara!,Non-Bullying
That was an *if* I just hate brushing knots in my hair.Id rather have it polished occassionallyby the airport shoe shine man,Non-Bullying
But a lovely nerd indeed.,Non-Bullying
Whatchou talkin bout Willis? I just twatted your ass!!!!!!,Non-Bullying
Go look at my profile....it's the sixth one down. Do I need to come over and bogart the sticky stuff from your ass?,Non-Bullying
Don't freeze your ass off for me. Stay warm and toasty and mail them whenever.,Non-Bullying
Fuckin A it does!!!! HAHA How the fuck are you my fucking friend?,Non-Bullying
I am Supreme Nerd. Apply for a professorship at MIT now!!!.,Non-Bullying
That really sucks.,Bullying
@TyIerDurden yes. Always. What the stamp look like? .: either Tyler was here or my hand print on your ass in pastel orange !??,Non-Bullying
all too fucking familiar,Non-Bullying
are you aware that Layne refered to you as a "Twitter Whore" lol,Non-Bullying
that's good.....I reallllly need more RAM  but saving money is a bitch.,Non-Bullying
Fuck it! You'll do it live!,Non-Bullying
MegaKoko sounds pretty god damn cool. Maybe hook a laser to his back and stove lighter  and you could have hamster wars.,Non-Bullying
Who on Earth (besides the subscribers that are ankle deep up your ass) call it that?,Non-Bullying
@alynndeluc OMG I wanna play! I hate studying!,Non-Bullying
gah  stupid sixtyone and inability to share music. I hate relying on Youtube  but: http://is.gd/1YVl,Non-Bullying
Damn  those USV guys are awesome. This idea is great.,Non-Bullying
dear Ed  you're incredible at what you do.  plus  this song is kinda gay.....  well... really gay.,Non-Bullying
Dear Eron: the drums sound fucking incredible....  Er.. I mean godly incredible.,Non-Bullying
damn man u have an amazing boss!,Non-Bullying
That sucks that you got screwed present wise! Come on people! I was very blessed this year.,Non-Bullying
Oh ouch. What's worse  numbness or pain after? I hate both. ;-),Non-Bullying
damn almighty,Non-Bullying
that sucks.,Bullying
...see how u kuup switching i up and changing ya damn mind! i thought it was Korea? now madrid or milan?? been there done that!,Non-Bullying
on WESTCOAST TIME u early ass eastcoasters!!,Non-Bullying
What up! I'm always learning something new frm u every damn day. U r such a treat. Lol,Non-Bullying
"""RDBMS done right"" sounds like ""gentler kind of pain in the ass"".",Non-Bullying
ha! Go fuck a chickhen!,Bullying
you could uh tell me all of the totally cool things about you  where you've been  who you've opened a can of whoop ass on.,Non-Bullying
spew! i hate mountain dew! it tastes like...oh  nvm.,Non-Bullying
Settings will not let me upload an image...for 3 days now the fail whale says Running at Capacity  I have a feeling its the cache?,Non-Bullying
@socalcub I made a spice cake for @polomex....cum git sum!,Non-Bullying
@Cupidboi79 @PaulKaplan5 damn I have only 1 bed and 1 cake. Whatever shall we do?,Non-Bullying
go kick that owner's ass.,Non-Bullying
They're awesome - lemon ricotta cookies.  This is only the second time in my life I've burned myself but damn does it hurt,Non-Bullying
Damn I NEEDS that League Pass Broadband...but hey...beggars cant be choosers...who's a hypocrite?...i am.,Non-Bullying
yeah esta aqui..or whtvr the fuck....I lived in D.C. for 7 years..of course i dont know how to spell Colombia...just said "D.C.",Non-Bullying
Damn I remember bein huddled five deep in front of a WinAmp browser in the West Towers Dying over this!!,Non-Bullying
damn I tought I had a ton of email addies.,Non-Bullying
Hope so  but damn. I want out of here. *grumbles*,Non-Bullying
the drive to Bear sucks tho. Very windy (curves  not air) and traffic can be a b*tch on busy days...,Non-Bullying
Yeah  even took the damn Silver Surfer shirt off the wall. Had to be crackheads. No sober  stable person ever liked Silver Surfer ;),Non-Bullying
I've asked him for a sentence about him for ages :-) The whole about section on .org sucks and needs a refresh,Non-Bullying
go fuck yourself,Non-Bullying
structure isn't quite the right word ... nor plot ... more like notion ... also ... it's hard to make myself not write "fuck.",Non-Bullying
i fucking hate your team all over again.,Non-Bullying
that sucks - hope you feel better soon.,Non-Bullying
yeah I did - whatever do you mean? haha I'm really glad I didn't do a solo pic though - hate the way I look in pics,Non-Bullying
mix you will be fucking awesome,Non-Bullying
how are ya? I hate when my boyfriend hogs mine too  thats why we ordered him one for Christmas :),Non-Bullying
from what i hear from my parents... and newspaper he sucks. not a suitable candidate,Non-Bullying
LOL damn broke the screen? Tough love? Word? Haha and yea that would be a good name for u..truth sells :D,Non-Bullying
good call Boo   Bitch   Boo x2 Dumb ass plaxico,Non-Bullying
I know what u mean  my IM2 HSDPA sucks as well,Non-Bullying
Damn me and my drunken twitters!  Lol...but I had a point.,Non-Bullying
yea  b&b is awful!  olivia must have needed work  so they wrote her back in as a favor.  eva sucks!,Non-Bullying
gloria gets too many damn breaks on the shw!  i guess she's gonna fill kay's head w/who knws what!!,Non-Bullying
ur cultured as fuck 2day huh,Non-Bullying
damn..im tired just reading that shit..we gotta have a bday shot on sat!,Non-Bullying
ur copping it? i offically hate you! the video it takes is ridiculous.,Non-Bullying
